id_lokalId,byg026Opførelsesår,byg069Sikringsrumpladser,status,decade,latitude,longitude,oc_confidence,oc_formatted,oc_category,oc_type
2881B829-2CAF-42AA-9581-B0867A24ABC5,1965,50,6,1960s,56.17511989558942,10.191693050715987,10,"Reykjaviksgade 11, 8200 Aarhus N, Denmark",building,building
B3ACABCE-3BB4-467A-83FB-1A345CA0A841,2000,221,6,2000s,56.173295329910786,10.204116858682903,10,"Jens Christian Skous Vej 9A, 8000 Aarhus C, Denmark",building,building
B3535ED8-6947-40D5-AAFA-8E8C317BC26D,1985,46,6,1980s,56.14158921807599,10.150204077106237,10,"Elkjærvej 36, 8230 Åbyhøj, Denmark",building,building
1C23D06B-B2F6-4F8E-A36F-5478782F7D84,1941,67,6,1940s,56.10183628846693,10.070912751140279,9,"Aarhus Hostel, Beringvej, 8361 Hasselager, Denmark",travel/tourism,hostel
8F9B7AAF-0EC2-437D-9844-01FF462E43A3,1964,23,6,1960s,56.108698566064305,10.1575676050013,10,"Michael Drewsens Vej 8, 8270 Højbjerg, Denmark",building,building
9DEE1AEA-795E-4DF9-9619-BC560F031715,1961,42,6,1960s,56.155251604132445,10.196839894895906,9,"Dansestudiet Aarhus, Bissensgade, 8000 Aarhus C, Denmark",outdoors/recreation,dance
69DFB619-C64C-42CC-8111-4905A5C3E224,1987,72,6,1980s,56.10636887717434,10.152092773741355,10,"Søren Nymarks Vej 17, 8270 Højbjerg, Denmark",building,building
B105DBFA-1871-4B82-86DC-81D669BAF897,1960,24,6,1960s,56.15574589385294,10.177174755845163,10,"Silkeborgvej 53, 8000 Aarhus C, Denmark",building,building
75E085B6-DB96-4DD4-BA14-AD4B5DACC13E,1991,73,6,1990s,56.18971100937152,10.186005116642638,10,"Olof Palmes Allé 38, 8200 Aarhus N, Denmark",building,building
A9471D1F-686E-4159-80A5-01EF193C3251,1999,250,6,1990s,56.188407664969326,10.189140438508433,9,"Kontorhuset Olof Palmes alle, Olof Palmes Allé, 8200 Aarhus N, Denmark",social,community_centre
8EFA0CBD-FA35-4B9E-B777-EE6C20B24E69,1964,300,6,1960s,56.14139954572614,10.153008577171766,9,"Kreafunk ApS, Klamsagervej, 8230 Åbyhøj, Denmark",commerce,shop
4CD6797F-D25B-4559-B2BE-C1AF2C9B6E34,1961,135,10,1960s,56.17162407121704,10.194546298508756,9,"unnamed road, 8200 Aarhus N, Denmark",road,road
2266915C-A792-4FD8-8B4A-FB9CD6BF1332,1972,271,6,1970s,56.1668211464039,10.15566491008276,10,"Hasle Centervej 175, 8210 Aarhus V, Denmark",building,building
B1A5BC15-077F-4CA4-9D8F-89FB4D49C078,1973,267,6,1970s,56.16619742104546,10.153813827665015,10,"Hasle Centervej 235, 8210 Aarhus V, Denmark",building,building
9D0D58A6-C433-4A28-B21A-210275D9E3AC,1961,50,6,1960s,56.17504806657961,10.196691751642105,10,"Brendstrupvej 39, 8200 Aarhus N, Denmark",building,building
5B8E1023-69C8-42AA-85FE-9D898CFAFD74,1969,81,6,1960s,56.11642284816494,10.157614399203599,10,"Søndervangen 15, 8260 Viby, Denmark",building,building
93FA01F8-BA01-462F-93FB-5AD6E1DC5BE4,1966,58,6,1960s,56.10517058106629,10.152852720514906,10,"Michael Drewsens Vej 18, 8270 Højbjerg, Denmark",building,building
B4EDD733-2DF8-456D-BC6C-7C8FB3CCE9C9,1964,122,6,1960s,56.10692136524134,10.157985393422086,10,"Michael Drewsens Vej 3, 8270 Højbjerg, Denmark",building,building
A25E88FA-AAE5-4AE5-9005-0A9CE444F654,1991,300,6,1990s,56.10706915741058,10.20607451422152,10,"Stenvej 19F, 8270 Højbjerg, Denmark",building,building
74E3B307-6848-4BC4-8BD3-CD27F3C0947B,1986,213,6,1980s,56.203620849414904,10.191668762560207,9,"P.O. Pedersens Vej, 8200 Aarhus N, Denmark",road,road
5B07093A-A846-471C-A366-5490B49DE598,1964,69,6,1960s,56.172857067609065,10.155570309683362,9,"SGM Light, Sommervej, 8210 Aarhus V, Denmark",industrial,works
30D503D2-3693-454F-A064-0185D6CFF99C,2001,129,6,2000s,56.18357985875893,10.230015303055323,10,"Ø Skovvej 12F, 8240 Risskov, Denmark",building,building
FEF50E3B-BEA1-4EAB-AF63-4415D7C5B374,1990,73,6,1990s,56.118686473747736,10.175047515650695,10,"Rundhøj Allé 83, 8270 Højbjerg, Denmark",building,building
96F09A55-3409-4BDA-A969-B567ABD80A06,1975,391,6,1970s,56.241955615401096,10.229175616809659,9,"Elsted Skole, Elsted Skolevej, 8520 Lystrup, Denmark",education,school
197B7EC0-EA0F-46BB-BDE5-503ABD7AB063,1972,358,6,1970s,56.24155147946251,10.228928696740214,10,"Elsted Skolevej 6, 8520 Lystrup, Denmark",building,building
B4D4CFB1-28AF-4A92-AC85-E0B52D15E76A,1957,45,6,1950s,56.1406157859085,10.181031686192748,10,"Tøndergade 86, 8000 Aarhus C, Denmark",building,building
33E98027-DF96-4333-A7B8-DFBBFDA550F5,1983,302,10,1980s,56.19605731446299,10.205831187775775,10,"Dagmar Hansens Gade 39, 8240 Risskov, Denmark",building,building
C1C59EC2-CDB9-454F-987C-D4B9E12E3883,1989,33,6,1980s,56.15879891773895,10.202039823744158,10,"Grønnegade 65, 8000 Aarhus C, Denmark",building,building
3733575B-0F90-44A2-91F4-D02173D70C2E,1967,153,6,1960s,56.17470797574049,10.199620556554985,10,"Lucernevej 8B, 8200 Aarhus N, Denmark",building,building
FCE4870F-A4C4-4494-9556-73263051FAF5,1969,81,6,1960s,56.11620555201625,10.159791684409246,10,"Søndervangen 9, 8260 Viby, Denmark",building,building
79CE0454-3837-4CB7-9AFF-DE4E0C39F8C9,1957,50,6,1950s,56.139791881059175,10.179783652074118,10,"Tøndergade 96, 8000 Aarhus C, Denmark",building,building
