id_lokalId,byg026Opførelsesår,byg069Sikringsrumpladser,kommunekode,byg404Koordinat,status
645D9354-75BF-4A41-8F63-794D55A7F84A,1972,79,751,POINT (568357.64 6227787.44),6
63AFAC58-A08B-482C-86D5-FF66EA29AD4F,1954,110,751,POINT (573566.14 6225496.59),6
630FF04F-B933-4154-A4BD-4B7906B2A43C,1972,119,751,POINT (569215.32 6225598.69),6
627C8A1C-903E-42D5-88DD-70CC285F410D,1982,94,751,POINT (572632.41 6226727.6),6
62081925-B56E-4EDC-9E0E-F54932D454F7,1997,48,751,POINT (571773.39 6223261.33),6
61E55A85-C500-49E9-B8FC-9513E24EE750,1969,77,751,POINT (573145.54 6225389.07),6
61ADD709-92F1-4F89-A494-E2BA55D626FD,1971,72,751,POINT (572987.34 6225269.3),6
5ED4A330-287B-4587-A3BD-56D9AD4AA988,1961,105,751,POINT (573655.58 6222796.29),6
5B819BE4-2869-4F69-8D02-99F5B92CDD8C,1970,400,751,POINT (572935.4 6225717.49),6
5B7A3EB0-6F85-4227-87ED-4090C9301F24,1964,45,751,POINT (572307.68 6224825.13),6
59606848-90BA-41B1-90E6-AB5F4091AB66,1971,67,751,POINT (569438.74 6225581.99),6
5841B212-F519-4E8B-BDCF-0499B3080C9D,1957,45,751,POINT (573508.27 6225697.43),6
55047371-B34C-404E-82C8-0B7B7445D8DB,1990,42,751,POINT (576563.26 6228498.46),6
514CCE63-9D22-4D35-A4A1-F41FFA6469A9,1953,30,751,POINT (573622.4 6222301.02),6
4FFDA66B-AB04-4E58-A194-1118FAB6F5B2,1993,42,751,POINT (572320.6 6226710.62),6
4FC1B4A5-FEE9-48D8-AAEF-E4AD3F867574,1975,105,751,POINT (574364.38 6228238.56),6
4F0DD038-141D-4F68-A7E9-060C1A26B13C,1992,79,751,POINT (572257.39 6226798.81),6
4E837286-3B56-42F4-AD42-F370625ADDFA,1969,90,751,POINT (573099.14 6225332.99),6
4E4D7711-DC40-4390-A33E-13463986ED8C,1960,83,751,POINT (570201.92 6223863.79),6
4D0016BD-FC44-42D7-8060-4F89B3BB80DF,1975,86,751,POINT (574626.85 6227964.76),6
4C503CCA-1EE0-4859-B165-4A0DE386596F,1967,66,751,POINT (574486.65 6224972.72),6
47C7740B-73DC-4E0A-8B26-C65B68F0774F,1994,25,751,POINT (574541.33 6223405.22),6
44584998-37DD-4AA0-99E5-E76648EDDCE4,1993,149,751,POINT (575175.55 6227788),6
44378FB0-5F8F-475F-846D-1DF4DB7C8A37,1971,69,751,POINT (569420.69 6225560.98),6
4410CF42-E462-4F7A-A57D-642ED3F39FE5,1968,95,751,POINT (571199.2 6223169.02),6
43937626-FD39-4F74-93AE-41E0DC37A570,1975,86,751,POINT (574676.67 6228098.84),6
435891DE-5CC0-45FF-890F-265AD60F7665,1993,140,751,POINT (570591.44 6225795.06),6
426B3D91-47F3-4808-A57D-593303F209CB,1959,33,751,POINT (573696.54 6222744.53),6
4126BE9E-113D-4C89-AF7D-26DB92A08C39,1975,86,751,POINT (574628.3 6228136.2),6
405A47B1-B4CB-4AE7-8D5C-D442DACA9355,1959,80,751,POINT (575482.19 6228321.58),6
3F897C98-174C-4D1B-B0FC-281207DC5BDC,1971,69,751,POINT (569430.21 6225518.62),6
3F6090C6-EFF1-4E07-92EE-39C71FE1A0F2,1975,89,751,POINT (574494.89 6228311.16),6
3DD7D814-307C-4B74-8782-AF9B863FBE58,1957,100,751,POINT (571672.79 6223368.96),6
3D938F91-D41E-4CC9-8E00-72A6FECD1E6A,1960,37,751,POINT (569964.96 6224137.94),6
3C5B1C08-F79C-41FB-98BA-37D0F0D646C2,1975,105,751,POINT (574511.61 6228196.63),6
3C1D5893-2924-42B3-B023-1D5978A9B0DB,1972,271,751,POINT (571820.68 6225283.52),6
3C1B9DE7-2281-470D-B444-28D37A52898D,1950,30,751,POINT (573643.52 6222323.56),6
3BFD3C6B-881B-4C41-9EB3-DD2BD9720F81,1981,73,751,POINT (574677.19 6228817.93),6
3B8B1140-8274-4AB3-A601-878B8621B711,1969,90,751,POINT (573067.92 6225579.69),6
38DEBB32-0DFE-4843-98FA-DD2694913704,1964,78,751,POINT (576714.19 6228468.84),6
37F842AA-9056-444A-8627-6382964B93F7,1962,210,751,POINT (573143.54 6222337.94),6
37014AE6-1872-4C95-8BE6-C6D261718932,1962,200,751,POINT (573307.1 6222471.65),6
359EB470-5F34-4B7E-B421-D216BB336386,1969,90,751,POINT (573078.13 6225498.65),6
357B094B-7470-4F7F-B61B-CBCBD517EBC7,1964,160,751,POINT (571839.86 6223287.65),6
32AB6E2C-6F56-4059-9D02-A8E24FEF4084,1975,64,751,POINT (574527.99 6228273.36),6
3255EE39-DFF9-4B15-AB33-F6B07F73A76C,1953,112,751,POINT (570187.35 6223354.13),6
322A1A8F-0123-47F7-8687-6472B42DC14B,1954,136,751,POINT (572120.72 6223058.64),6
31FAB5CE-BA33-4D6D-B840-FD98BAC60E95,1986,35,751,POINT (572850.77 6224780.75),6
31237DD9-7775-4041-93C6-986C3B1DC402,1982,41,751,POINT (574071.32 6225393.57),6
30FE46F5-337F-43E7-81DA-AE4CEE711195,1975,105,751,POINT (574376.21 6228179.58),6
2F7091AF-6BB9-4DB9-A834-EFAC1C6DF4C3,1972,68,751,POINT (569106.2 6225509.13),6
2F3C4E60-22F8-438B-8694-D417AB0A844B,1957,220,751,POINT (571720.86 6223368.16),6
2F2A37B4-2FFF-484F-998A-73EA6604A71F,1900,70,751,POINT (574953.07 6224406.75),6
2D7DD469-AB1D-492F-A93D-5ED7B602719B,1959,37,751,POINT (573711.89 6222746.63),6
2C308377-EC3D-4F11-97A2-B12CEBF30139,1964,55,751,POINT (571817.63 6223228.58),6
2C11AFE2-E32D-4558-B6AF-297C36A700BF,1976,68,751,POINT (572546.83 6226656.03),6
2C00B4B3-4B01-4E8B-B6E6-EB2011B111A2,1960,21,751,POINT (573330.6 6222405.56),6
2ACA48D7-64BC-4991-962F-DB1F568259B1,1998,70,751,POINT (570580.29 6225621.9),6
2AC88054-71A5-4F1A-A3A8-9029EC5960D4,2000,68,751,POINT (573720.1 6223866.21),6
299E228A-2C68-4B2B-A7A2-A39CA208F6BC,1969,320,751,POINT (572854.64 6225656.73),6
2922903A-E955-4B27-876B-29D05941D2A3,1959,80,751,POINT (575491.97 6228200.64),6
27C42F4F-3972-4446-9720-97B3A533FE95,1974,68,751,POINT (572487.83 6226367.13),6
27703E5C-4E81-4D98-A89C-548461B12495,1971,137,751,POINT (569336.92 6225416.8),6
243BAD0D-F69D-42D0-AB85-CA5BC4581158,1857,85,751,POINT (575252.96 6223857.86),6
2105490A-5DFE-4D04-ADD1-BCB876A8853A,1999,111,751,POINT (573675.19 6223865.03),6
206FDE24-AC09-48EC-9E27-A01483944120,1982,78,751,POINT (574085.43 6225468.1),6
1F29225D-B9ED-4FA8-ADC3-6A8F031AF19E,1991,86,751,POINT (569894.92 6227584.44),6
1D930A30-0FB3-4574-A5F3-A831C4F0A129,1964,96,751,POINT (570163.91 6224160.55),6
1CDDFE6C-0B1D-4EA9-9FF1-6ADD559362F0,1968,240,751,POINT (571178.73 6224002.28),6
1CA3A30E-031B-4124-93E1-2F6599A0AC1C,1976,75,751,POINT (572098.84 6225262.32),6
1C89A658-0726-4152-AC59-B40A39554D24,1972,79,751,POINT (568235.04 6227740.76),6
1BC8866F-1F10-4CED-9C3C-04E70310E03C,1957,100,751,POINT (571672.62 6223420.27),6
17621E8F-1B39-4E46-A5CA-0BF05A896213,1968,160,751,POINT (571195.84 6223248.83),6
14CF3496-0953-4D48-A38D-591E83D0EEA1,1966,96,751,POINT (570043.09 6224295.61),6
148A4C19-2A42-4B54-A8FC-083A7A09E297,1998,48,751,POINT (575111.41 6224854.64),6
133AE5CB-84A1-4AFF-A4C6-457D9EB83DF9,1959,71,751,POINT (572591.78 6225020.09),6
1310F25F-E88B-4E28-9DE9-94308EA2D696,1960,100,751,POINT (573668.13 6222743.7),6
10DF0F4F-6748-4F40-A9D1-186E1060F0D3,1970,40,751,POINT (571165.66 6224399.23),6
0FFD1EB3-3DA4-4F7C-9202-9155CA05B68D,1975,87,751,POINT (574513.24 6227966.33),6
0AD61A5C-4AC6-4E3C-9D28-33E2FC180DA2,1952,250,751,POINT (573349.06 6226064.45),6
0A7BB1E5-5E84-4120-B169-7022741CD99F,1983,80,751,POINT (575108.37 6223871.76),6
0781A59B-9FA3-470F-8692-BD43104D8223,1990,27,751,POINT (577502.82 6229598.71),6
04FC0E80-4312-457E-8C5E-6EB752CDC949,1960,112,751,POINT (570044.21 6223912.58),6
04E600B5-E7D0-4335-B841-A3D321895A07,1960,112,751,POINT (569984.65 6224014.18),6
00CCF1EF-4F16-484F-B19B-F0AADCF70A09,1975,86,751,POINT (574636.25 6228034.79),6
F1FF52D2-BC93-4915-9306-B9FEC2A60C12,1952,28,751,POINT (574793.18 6226241.47),6
EF30CF09-F778-4596-B10C-BC0240CEC1C6,1972,109,751,POINT (578449.49 6229535.85),6
EF152D1D-8F81-4A4A-9081-125CD82552F8,1957,32,751,POINT (573213.43 6226408.05),6
EEADB2F5-BE7E-408A-A8EB-24C1A3D2CF88,1992,107,751,POINT (573990.44 6228508.61),6
ED86D448-86C4-475C-A550-CF8C76CA1924,1980,149,751,POINT (578493.61 6229651.63),6
ED279205-0EDD-472A-9124-600FE31B6DC7,1987,138,751,POINT (578443.11 6229657.63),6
E6DB9D39-BFBB-4040-9BB3-37B3D8E83045,1952,59,751,POINT (575219.31 6225762.32),6
E2E1C649-AF2F-4B76-B8F0-ECE272B5FCC1,1956,40,751,POINT (573108.85 6226608.69),6
D9EE0B03-FEE2-4CA4-A5A9-0ADD5DCE7907,1968,28,751,POINT (574086.95 6227182.96),6
CF68D663-E57E-411D-A9A9-25652B2DFC90,1967,112,751,POINT (574147.11 6227078.87),6
CD47DBFD-2812-4A7A-82B4-8C17ECFE0366,1959,48,751,POINT (574804.72 6226155.49),6
C444DDC4-CAC9-4773-B99E-B0DE0744164F,1969,89,751,POINT (575019.89 6226454.32),6
C0D4E424-0240-4D37-8D4A-476C6A036738,1996,172,751,POINT (573964.13 6225744.34),6
BE3EBF3D-814A-4C3E-8FA1-E43656A8EC61,1960,23,751,POINT (575499.3 6226174.48),6
BE1B1806-1B31-4C20-BBCF-B30D5940D1C6,1973,72,751,POINT (574176.19 6226928.88),6
BCD1B720-4B89-4109-8EED-A4302379431B,1990,15,751,POINT (575616.32 6226077.07),6
BC20D824-412C-45BE-967D-49B418B18D13,1922,27,751,POINT (575722.36 6225735.02),6
B9390E7B-B71E-41D3-845E-FBBB84F7B615,1962,252,751,POINT (575263.92 6226168.86),6
B68D2C2C-588C-4A15-B252-EAAB95C9242A,1994,34,751,POINT (573555.85 6228705.86),6
B2ED5C3B-785B-4802-80BE-DF83D682F20B,1989,22,751,POINT (576997.53 6233818.75),6
AF23CE0C-DDA1-46C4-949D-B08CC6874775,1954,158,751,POINT (574792.26 6226293.93),6
AEFB5C83-14F2-4B87-8B60-4E799166C7DD,1968,43,751,POINT (578381.72 6231028.59),6
AE85C5CD-2772-4AFD-8CF0-835BB5E1D9B4,1957,32,751,POINT (573310.36 6226470.94),6
AE315E20-A8EF-4912-8617-677F4F7CE0D7,1968,16,751,POINT (576152.81 6232875.49),6
ACBA587F-3058-4A13-9E33-F85700E1BE67,1998,39,751,POINT (574339.09 6226011.39),6
A6279472-6BAE-4699-8F2F-4191179F2AA7,1969,86,751,POINT (575130.03 6226437.82),6
A15A6B0E-CC8B-4D65-9D25-B4FF0D3E7484,1953,402,751,POINT (574524.74 6226447.63),6
9F23535F-511D-4DAC-8D7E-4A8B2CBE9352,1953,82,751,POINT (574744.68 6226215.82),6
9EAA6FEA-7672-40BC-8E85-99B829329825,1990,22,751,POINT (572565.1 6231424.27),6
9E2BB16D-9978-479E-9F0B-706526F496DA,1900,27,751,POINT (574277.79 6226727.33),6
9DB40536-6F8E-499A-9EB7-761C6C9720C1,1960,48,751,POINT (574196.79 6226234.97),6
9C44708D-FEB1-4898-9DC7-099FDCAF924F,1958,598,751,POINT (574465.18 6227138.24),6
96952C92-44F3-499F-8058-3D2A0F6EF865,1963,92,751,POINT (575674.75 6225937.58),6
915AC97B-099A-4D2F-8250-71F103A38E6E,1956,88,751,POINT (573084.59 6226567.67),6
87D95411-9DAB-4BD3-B600-74B42C81BE5D,1973,56,751,POINT (574152.9 6226871),6
86A88A5C-C216-4CE9-AB9A-68C98D47A7AB,1990,32,751,POINT (573487.3 6226156.42),6
84DD6FCC-54DD-4EE5-B9F6-8E17BB2DC489,1986,24,751,POINT (581748.48 6238115.34),6
774A7220-0CAA-4482-AC27-8F7DDDF4C17D,1989,114,751,POINT (574391.67 6228867.13),6
761993EF-7C39-407D-8A25-CE36CC701481,1990,113,751,POINT (574003.16 6228622.85),6
6B7BFD9B-A3A6-4614-B88E-DBBEA5ADE5EB,1998,38,751,POINT (573765.39 6228856.73),6
5B6C4EF5-3835-447D-BDB4-88071D42F10E,1952,28,751,POINT (574796.83 6226216.02),6
5B5B795A-41F6-4A9D-B501-217C0C9CB707,1988,27,751,POINT (575096.79 6225776.9),6
4DC05D94-94CA-4104-94B5-1D6D69BF2724,1968,65,751,POINT (576098.93 6232896.09),6
4CA4C6C8-BE01-478F-AF7C-B8B7FCC99036,1975,162,751,POINT (573578.08 6229048.91),6
4BB5BA0C-3C76-4E48-8706-279197E228AC,1973,56,751,POINT (574243.94 6226918.26),6
485BF67B-E8B2-450B-A486-70A147E083E4,2000,55,751,POINT (573758.44 6228552.69),6
478AE971-88E1-4634-AD49-44D74F452CB9,1959,48,751,POINT (574829.83 6226163.9),6
3FD83D4A-47DC-47FC-B684-E4AA8676AEC5,1958,100,751,POINT (574425.26 6227180.93),6
3CC5AA79-294A-475B-933A-878AD91F4D33,1955,136,751,POINT (574915.59 6227401.38),6
3BD31918-9541-4DC1-AA2D-307CF3533DBE,1973,56,751,POINT (574351.41 6226822.14),6
379AE35D-3659-49F7-A424-B812EDD8FC83,1973,56,751,POINT (574241.51 6226853.16),6
363A275F-CB4B-405C-88A7-738F3942E49D,1972,89,751,POINT (573535.36 6229141.39),6
2E5E7ED9-B84E-46FD-AA11-3DB510F755EE,1955,158,751,POINT (574791.1 6226306.54),6
2B9495C0-C446-47AA-886A-3F153A17260B,1952,28,751,POINT (574796.54 6226202.72),6
2B3D747F-99AC-4808-913C-C5EC5867697F,1969,64,751,POINT (573737.22 6229094.02),6
2941816F-1679-4D59-A2F3-C4964BE3FE82,1994,26,751,POINT (574604.36 6226169.52),6
2610FAEF-4458-4BD9-9D9C-79A92441E2BC,1968,180,751,POINT (574334.15 6225777.38),6
2079CF1F-D967-47F5-BD00-0F12ED18A237,1990,135,751,POINT (581797.65 6237833.2),6
2064E282-EFAD-4E11-9F52-28AF49BAC620,1953,75,751,POINT (574439.47 6226102.09),6
1C40C125-B048-4785-9B83-272055B38FE5,1954,158,751,POINT (574792.6 6226280.59),6
0ED9DD7C-8797-4562-9B76-6F4A730EF06D,1990,59,751,POINT (573886.06 6228593.71),6
0BCC0DC4-E341-43CE-949F-CCFCC02351F4,1969,212,751,POINT (574048.82 6227141.49),6
0A3F7D3A-5C01-4969-85D1-D4DE3A3302AD,1998,70,751,POINT (574330.65 6225930.24),6
097D9DDD-0A2D-4FDD-B3D9-B0C0EBF5C95B,1994,170,751,POINT (574011.43 6228429),6
06BC653E-C29B-41AA-A042-8CC8A2C4BBB1,1973,56,751,POINT (574197.21 6226862.06),6
03FB9536-0E78-4388-B4AC-63E066FE3006,1968,619,751,POINT (574210.98 6227620.77),6
038AFDCE-D73F-4CC0-98CA-278A19255EB1,1991,65,751,POINT (581896.78 6237830.39),6
02795F1B-3F59-4CD0-8DCA-9E1E2F4C0CFF,1953,158,751,POINT (574790.05 6226319.22),6
02184F7C-F967-44DE-BB25-3DC3382FF05C,1972,111,751,POINT (576350.41 6233548.05),6
AA225D83-455D-49B6-98E3-EFD93CC4AA09,1986,58,751,POINT (574670.12 6218580.1),6
ECE67AF4-1829-40B6-A924-C35BB8F21BA4,1990,120,751,POINT (574880.81 6218672.14),6
E9AA763F-8D1D-443E-B35D-E6770365F780,1997,42,751,POINT (575358.01 6218881.29),6
DD989A95-D0AF-4E5F-8EF6-F3A16F995B45,1940,70,751,POINT (574756.11 6220082.04),6
DAE35241-3321-4444-9C1E-3B020EA4FBDC,1983,114,751,POINT (575290.35 6218982.63),6
D4EB9BE4-F99B-4EF0-BBB3-E1147CC07C4A,1782,24,751,POINT (574418.28 6220302.74),6
D4AE62EB-B8C6-44B6-A07B-F1451EE5C093,1975,86,751,POINT (575430.47 6212696.24),6
D47B597E-93C3-4F12-83F2-66323B624B7E,1955,39,751,POINT (575003.08 6222754),6
D26B03F8-F11E-424E-88E3-53E30A823C77,1975,67,751,POINT (575450.89 6212786.94),6
CE35AB6A-472F-4B05-8074-E85BF3561441,1954,38,751,POINT (574349.92 6219823.4),6
CA1AACB1-1046-4DBF-B5F4-5C9C58BE7C26,1976,84,751,POINT (575345.01 6218971.19),6
C845347C-78B2-4AD4-BBDA-492A2DBE1765,1975,86,751,POINT (575330 6212708.85),6
C39AA78E-128A-43F7-BC9B-ECFB1DE557C8,1989,94,751,POINT (574380.94 6218653.18),6
BC6F1DCA-F815-4108-809D-4864868D55B4,1992,34,751,POINT (574224.1 6223279.15),6
B4E87F1B-710E-4CE5-A03A-5467512825D3,1975,86,751,POINT (575362.86 6212711.67),6
AC414048-0758-493C-BA0A-F4F7DFF16076,1976,46,751,POINT (575352.96 6219695.31),6
A3B9F8E5-C8D8-4A79-B774-802C62D47C60,1985,153,751,POINT (574618.68 6218633.92),6
90931885-5468-411C-99C1-B35219EAE098,1953,37,751,POINT (574403.68 6219804.07),6
8F455E9F-DD1F-48A9-8E6D-7C910CC795BB,1967,238,751,POINT (574477.25 6222451.75),6
833E57EF-FE23-474E-B15D-E5CDBDB06216,1890,2,751,POINT (575139.31 6221698.58),6
7616514C-3AD4-4655-9180-DA4AEAF9EA4A,1992,100,751,POINT (574289.22 6222963.47),6
66D11170-A6F9-4334-B521-600C48464039,1990,22,751,POINT (568005.94 6211286.88),6
527E954C-8B8F-49AF-85CE-D2734C6D4021,1985,127,751,POINT (575237.66 6218995.45),6
509671F1-7F3A-4543-BFED-4D91B1D73F83,1985,155,751,POINT (574604.96 6218592.19),6
4C47D21D-FCEC-4444-A936-05D44F20748A,1953,34,751,POINT (575027.16 6219493.68),6
41D3ED30-A287-4FE4-A3E8-207C1186C376,1961,112,751,POINT (574546.97 6222568.83),6
3FC74FE0-219B-428E-A0EC-20388357111D,1975,67,751,POINT (575350.55 6212799.64),6
3ED911FC-2AC6-4587-AE2E-ED161A0431B5,1975,67,751,POINT (575317.64 6212796.94),6
336F2FC6-B2C8-4AEF-8D5F-487E12FBD8CE,1968,117,751,POINT (575185.79 6218998.79),6
2BFAF881-0F17-4373-BE63-6CF46784309E,1976,46,751,POINT (575303.81 6219715.8),6
229F2E96-96A6-41B3-9EA9-2B7EB54D7E7E,1975,86,751,POINT (575496.2 6212701.84),6
0E8A8972-321B-4008-AE9E-29D48E8F3809,1953,40,751,POINT (574376.56 6219813.75),6
14C560D7-DCDC-4F21-89AE-A50B9B6CA23A,1990,53,751,POINT (569620.68 6218116.61),6
02A818D9-CBB1-42ED-92BC-913311B06BB1,1994,41,751,POINT (569603.72 6218475.34),6
3AA297A0-E109-4BD6-8646-ADBDF10B1E5A,1971,88,751,POINT (575330.07 6223683.5),6
8EFA1478-5033-4287-A8D5-DE705F25ADAA,1989,54,751,POINT (568548.7 6225178.48),6
ADDDA250-97FE-4116-8CF6-B8A25F821D2B,1961,21,751,POINT (569893.62 6224864.07),6
42842228-BB63-40C6-BC56-85420BEEFE54,1989,42,751,POINT (571642.47 6218390.64),6
904699BD-C543-4166-9B15-C50E960217E8,1972,75,751,POINT (570775.25 6220203.48),6
E07FC9D2-2458-4A26-BED3-55C0C9E7979E,1972,75,751,POINT (570815.38 6220203),6
99854E26-8186-4928-A02C-FB7CD0963B1E,1999,90,751,POINT (570926.65 6226241.27),6
A8B28B89-6C90-49B9-ABA6-4671C2D92519,1997,660,751,POINT (573493.23 6227751.47),6
862321FC-DB44-458E-ABAD-B7D9276929C6,1968,70,751,POINT (569584.45 6223399.88),6
5304BB75-A352-411A-BB7B-F9E6312206DD,1966,70,751,POINT (569597.57 6223461.15),6
6E13ACA9-55A1-48A7-905F-19C04721247E,1992,106,751,POINT (575143.74 6227671.54),6
BB98AA68-9D17-4580-9DC2-DD670AAE4FA1,1982,299,751,POINT (574756.57 6224202.35),6
B45C4196-8F42-42BF-A50E-1D75519BC778,1968,17,751,POINT (569825.84 6224921.34),6
6B8398A0-084C-4EE6-92BF-2C8A8BD058A3,1972,259,751,POINT (572736.46 6223332.04),10
8E8F9580-302B-45B6-8E92-08C72EE1C3B1,1976,66,751,POINT (574795.23 6229015.14),6
5387EAB1-844E-439A-B7FC-1B51B7AD2A00,1994,126,751,POINT (568274.42 6227063.07),6
E5B405B7-771E-406E-BF37-EE3882B75CA8,1974,158,751,POINT (574921.93 6228937.11),6
60F2A3A6-D3AF-4B21-A073-7064F0DEFB94,1960,323,751,POINT (575073.84 6228397.23),6
6D6E69DC-B832-432D-AEC0-4E5EECD0C514,1987,50,751,POINT (569638.62 6225201.48),6
0C2CA00E-040D-4EE8-98C1-804DC408D0CA,1976,73,751,POINT (574793.84 6228873.12),6
18A84FFF-853F-4BD9-BE64-F0831FB0F0E6,1989,88,751,POINT (577663.28 6229682.6),6
5E0EA06C-37AD-4E4F-80A5-C0ED72B25461,1987,54,751,POINT (569005.87 6218093.98),6
EDDFE8AA-16E9-4BAD-BE28-A038D831ED09,1974,140,751,POINT (567989.39 6218038.36),6
4E71F835-2DFF-4328-94FA-AC4BB23CA825,1968,170,751,POINT (572350.35 6220540.14),6
3EA60815-76F5-465E-822E-FAE4C099844A,1959,80,751,POINT (575362.62 6226076.36),6
88ED8097-83CD-4740-B3C7-8EAA98BD1E64,1988,34,751,POINT (570180.76 6218671.59),6
B1F23F17-8DA5-4C8A-B7DD-705B47A909E4,1943,45,751,POINT (574885.66 6222509.94),6
9E8D879C-CB88-4F3B-8077-21A7EF892C31,1986,65,751,POINT (569020.23 6217963.43),6
56C3A090-97D3-48D6-A212-CD401B86D848,1971,35,751,POINT (569510.85 6225279.93),6
1F9DF924-573D-4024-8989-644E06A5A5B2,1967,31,751,POINT (575868.3 6229855.45),6
8847369E-C9AB-432F-AF79-E8A1381BBBB4,1971,179,751,POINT (578500.44 6229537.05),6
D8C280FF-58D5-44AD-A315-1BB5EC8E33CD,1960,35,751,POINT (574649.65 6226341.48),6
15E602FA-98E9-4226-8D2A-0CA74076E423,1978,31,751,POINT (572028.2 6218487.48),6
7E4F9626-0273-4E49-866F-C60F62FE4341,1968,172,751,POINT (573481.1 6222437.53),6
CA7E2BCE-765A-4718-B72E-428EE67CA5AD,1991,287,751,POINT (575274.4 6224805.08),6
7D37D98C-6182-4DD0-A6DB-6B3A80841ACC,1956,21,751,POINT (572222.59 6220512.26),6
B1E5186B-38A6-40FB-A177-B1BCB6BB401B,1972,32,751,POINT (571066.84 6224429.09),6
28A75B29-CFD9-400A-8691-C49AB5F21BD3,1970,127,751,POINT (571155.48 6224431.1),6
8FBE0C30-C67B-4B7D-B58F-630BD6BB172A,1989,25,751,POINT (568785.59 6225163.21),6
6A0E0B60-E6AF-4E0B-9ED0-327B9A9BE53A,1969,50,751,POINT (576636.14 6229732.53),6
BAA3D5D2-86CA-4B99-8CC4-A0CDE00C835C,1965,32,751,POINT (570305.68 6219023.44),6
2E642D3F-456E-4B0C-BD82-7E1C01A5BE60,1970,300,751,POINT (574970.53 6228185.56),6
6CEB2FAA-511A-46C2-BB77-3BC7B5662CF1,1973,66,751,POINT (571143.07 6218671.51),6
07BB09BB-FFF6-4C88-991E-BF869D8DC6EC,1964,37,751,POINT (569917.58 6224790.47),6
5CDBEBCE-EBB5-4B51-97AC-C35D50DB9CCB,1961,149,751,POINT (573877.29 6225832.58),6
A0B2C950-7C6D-4C0A-86F7-30EAD56D3AB0,1951,33,751,POINT (574761.46 6222606.76),6
BE660207-B78A-408C-AD1F-C1721CCBD8B8,1966,61,751,POINT (571954 6219295.74),6
722CDE7B-E8ED-4A7B-B317-A61ED0D720C6,1966,61,751,POINT (571897.23 6219299.7),6
371ABABE-BBA2-46D7-8A1B-3DD49C820DC4,1877,286,751,POINT (574833.39 6223641.36),6
EFB92F3D-1A40-4FA0-8EAC-EBC0D07C47EF,1977,90,751,POINT (575603.35 6230038.61),6
A65D3207-2810-4F7D-9F1F-CDFA72E7AE9F,1963,40,751,POINT (574489.85 6226122.96),6
A1BC353A-AC11-4B07-A3C0-8CDEE54C8FF2,1950,73,751,POINT (573681.6 6222875.57),6
9FA766CA-7276-481D-A1FE-5D42C4D777B1,1966,18,751,POINT (576851.69 6232742.59),6
B68F3082-7CAB-4433-AB25-70A9B37DF474,1988,24,751,POINT (577463.47 6229461.56),6
6CA0C0D3-1FDB-44A8-A91D-E58B7A2F8C45,1965,53,751,POINT (572239.08 6218717.21),6
629D314C-E5BA-4001-96BD-0E51756BD6AB,1966,75,751,POINT (569557.62 6224868.09),6
3B760A10-3003-4FD8-9D7E-DE1FFC2C5F5F,1966,61,751,POINT (571831.36 6219335.62),6
EB5780A8-C7D8-493A-BD28-DBD37DDBDD70,1974,155,751,POINT (573892.24 6229617.58),6
03519CE4-F438-4D6A-A694-413D3E1A8655,1966,36,751,POINT (572908.77 6220603.02),6
95AB60B1-6AAD-4A5F-A389-B2AAF7EF727B,1954,82,751,POINT (572903.26 6222016.3),6
53F1E76E-2A11-43E9-B5EA-3E99606F3350,1990,109,751,POINT (567625.44 6217956.6),6
B0656779-05D1-4D6F-9FCD-03011CE4E3DC,1991,44,751,POINT (568387 6225248.29),6
C85E59E4-0B0B-4266-8E0B-8FAFEF309D8D,1948,200,751,POINT (568430.67 6224869.27),6
DB437347-1183-4AF0-912C-463D56380D4B,1962,42,751,POINT (573293.46 6222358.87),6
153866F6-8D76-4046-B9A1-2D65C0F7EFCE,1968,18,751,POINT (572836.47 6223580.55),6
3B9D86AC-1C69-45D1-B8CD-E7DF4D301AF0,1988,34,751,POINT (569773.27 6227065.54),6
04A16570-D357-4710-96A6-CE8B6E7A6EB2,1989,30,751,POINT (576064.82 6229596.98),6
01A0EB37-1374-42F9-BC3B-A914D8513F58,1964,65,751,POINT (571516.86 6234878.85),6
A68A4C51-1AE6-4A0D-AA6D-13AF8F648A18,1939,30,751,POINT (575022.14 6219713.76),6
F0707921-96DA-41F3-96B7-971214D2073D,1970,32,751,POINT (570293.89 6218980.14),6
64F8FDF8-A965-48A3-96DF-5435C78883F1,1963,30,751,POINT (573146.12 6223988.63),6
101D6551-01BD-48E9-A4BA-145BD0EA33EA,1972,111,751,POINT (576568.22 6233243.55),6
1270CA65-DF82-4C5C-A0B8-2F4DE9594D0B,1972,33,751,POINT (574533.42 6224746.98),6
1B304165-1282-4E57-831A-B97B04004F0F,1961,100,751,POINT (573822.01 6222198.43),6
5021F07A-54FE-4165-8ECD-ADCE5523046A,1989,34,751,POINT (575268.37 6224030.21),6
BAE51642-BBEA-41AE-A3BE-C065E8E19A9E,1971,114,751,POINT (571497.08 6222770.39),6
88A6ABF1-FE13-44BA-96F1-B00DE82A7EC8,1966,30,751,POINT (570368.12 6219145.44),6
277A2113-38F7-4C34-836B-103FB9AFC74F,1988,145,751,POINT (574066.02 6228589.43),6
DE1D1B1E-3C4E-4737-AB5B-E3B64C142A61,1970,50,751,POINT (571949.88 6223018.38),6
