uuid,identifier,createdBy,createdAt0,modifiedBy,modifiedA0,FeatureID,FeatureTy0,ShelterAu0,ShelterTi0,FeatureSo0,NumberOfI0,FeatureDe0,Latitude,Longitude,Northing,Easting,Accuracy,LanduseOn0,LanduseAr0,OverviewP0,LocaleDes0,EntrywayT0,Accessibl0,EntrywayF0,CommentsO0,EntrywayP0,Emergency0,Emergency1,NotesOnEm0,Emergency2,DistanceF0,InteriorD0,InteriorP0,CommentsA0
1000021682767059876,200-{Shelter_Type_II},Adela Sobotkova,2023-04-29 11:18:23.259 GMT,Adela Sobotkova,2023-04-29 11:37:50 GMT,200,Shelter Type II,Adela Sobotkova,2023-04-29 13:17:39+02:00,Map,2 (at least two as two exits\chimmbeys located),t-shaped cluster of scrub-overgrown type 2? shelters with vine covered exits. intersection is elevated as if mounded or round shelter below?? puzzling type,56.14344081666667,10.207442433333334,6222700.867633407,575024.2870411633,1.5,Shrubs,Grassland or park,files/app/bf1d945a-66db-4380-83f0-dc5bd6593999_image-1682767723114.original.jpg,Strandparken 35 above the coastal road,Access buried or indeterminate,"NA",NOT AVAILABLE,entry not locatable,NA,Square,Side,NA,files/app/139c59a8-c085-47b4-9e44-fe788dadcde3_image-1682767876256.original.jpg - files/app/c141cdfa-9470-4329-b136-1586e226ef12_image-1682767905944.original.jpg,0.2,na,NA,consult with thorbjorn
1000021682768373348,201-{Other},Adela Sobotkova,2023-04-29 11:40:09.329 GMT,Adela Sobotkova,2023-04-29 11:40:34 GMT,201,"Other,emergency exit",Adela Sobotkova,2023-04-29 13:39:33+02:00,Map,3,NA,56.14364712630468,10.207552548068271,6222723.947697626,575030.7267103236,3.0,Shrubs,Grassland or park,files/app/0ed777df-387a-4f29-b069-05b32f698f7a_image-1682768471363.original.jpg,NA,"NA","NA",NOT AVAILABLE,NA,NA,Square,"NA",NA,NA,NA,NA,NA,NA
1000021682768548507,202-{Other},Adela Sobotkova,2023-04-29 11:42:28.507 GMT,Adela Sobotkova,2023-04-29 11:42:43 GMT,202,"Other,emergency exit",Adela Sobotkova,2023-04-29 13:42:28+02:00,Map,3,just an emergency exit in the yard of strandparken leading from a large underground parking garage,56.14374704313749,10.207556042657778,6222735.0712964265,575030.7491835443,3.0,Shrubs,Grassland or park,files/app/4ec3388d-b617-4bda-a51d-0b18689f8405_image-1682768606924.original.jpg,NA,"NA","NA",NOT AVAILABLE,NA,NA,Square,"NA",NA,NA,NA,NA,NA,NA
1000021682768679366,203-{Other},Adela Sobotkova,2023-04-29 11:44:39.366 GMT,Adela Sobotkova,2023-04-29 11:45:43 GMT,203,"Other,emergency exit",Adela Sobotkova,2023-04-29 13:44:39+02:00,Map,3,just an emergency exit in the yard of strandparken leading from a large underground parking garage,56.143845954130704,10.207612682714016,6222746.1407566285,575034.0755819952,4.0,Shrubs,Grassland or park,files/app/ad7debc4-2271-4229-886e-55772fad8047_image-1682768721542.original.jpg,NA,"NA","NA",NOT AVAILABLE,NA,NA,Square,"NA",exit hole is filled in with glass tiles for 201-203 exits in strandparken,NA,NA,NA,NA,NA
1000021682768821236,204-{Other},Adela Sobotkova,2023-04-29 11:47:01.237 GMT,Adela Sobotkova,2023-04-29 11:47:09 GMT,204,"Other,emergency exit",Adela Sobotkova,2023-04-29 13:47:01+02:00,Map,3,just an emergency exit in the yard of strandparken leading from a large underground parking garage,56.14397180015376,10.207398993260336,6222759.913833255,575020.5537672482,3.0,Shrubs,Grassland or park,files/app/4f96bc42-00a0-4d74-9491-6dce34df6a6a_image-1682768829032.original.jpg,NA,"NA","NA",NOT AVAILABLE,NA,NA,Square,"NA","exit hole is filled in with glass tiles for 201-203 exits in strandparken, 204 is covered by a metal sheet",NA,NA,na,NA,NA
1000021682768903677,205-{Other},Adela Sobotkova,2023-04-29 11:48:23.677 GMT,Adela Sobotkova,2023-04-29 11:48:39 GMT,205,"Other,emergency exit",Adela Sobotkova,2023-04-29 13:48:23+02:00,Map,3,just an emergency exit in the yard of strandparken leading from a large underground parking garage,56.14398107225458,10.207324881053337,6222760.865140194,575015.9310763036,3.0,Shrubs,Grassland or park,files/app/4c557a90-06ea-422d-9e1d-a796101dff62_image-1682768947880.original.jpg,NA,"NA","NA",NOT AVAILABLE,NA,NA,Square,"NA","exit hole is filled in with glass tiles for 201-203 exits in strandparken, 204 is covered by a metal sheet, 205 (here) is glass covered",NA,NA,na,NA,NA
1000021682768988689,206-{Other},Adela Sobotkova,2023-04-29 11:49:48.689 GMT,Adela Sobotkova,2023-04-29 11:50:08 GMT,206,"Other,emergency exit",Adela Sobotkova,2023-04-29 13:49:48+02:00,Map,5,just an emergency exit in the yard of strandparken leading from a large underground parking garage,56.144083658055415,10.207270373883679,6222772.2227018755,575012.3447150622,3.0,Shrubs,Grassland or park,files/app/bfb1999f-d689-40a5-a261-528427e073de_image-1682769008042.original.jpg,NA,"NA","NA",NOT AVAILABLE,NA,NA,Square,"NA",exit hole is glass covered,NA,NA,na,NA,NA
1000021682769863447,207-{Shelter_Type_III},Adela Sobotkova,2023-04-29 12:04:57.434 GMT,Adela Sobotkova,2023-04-29 12:06:33 GMT,207,Shelter Type III,Adela Sobotkova,2023-04-29 14:04:23+02:00,Map,1,type Iii north oriented in the island between roads towards tankrogen,56.14091887498927,10.204309661388685,6222416.796890312,574834.5432434416,3.0,Grass,Grassland or park,files/app/75cb9591-31a2-44e4-b0de-dca660b69cf0_image-1682770008605.original.jpg,dalgas ave north most shelter,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),E,overgrown with vine but visible and accessible,files/app/95a2606b-35ca-443b-952e-b1bcc2ed963f_image-1682770209610.original.jpg,Square,Side,"north corner of the shelter, overgrown with vine and scrub",files/app/26765310-31e8-464f-9500-bd099d192cd0_image-1682770353298.original.jpg,0.2,NA,NA,NA
1000021682770716813,208-{Shelter_Type_III},Adela Sobotkova,2023-04-29 12:18:49.037 GMT,Adela Sobotkova,2023-04-29 12:23:07 GMT,208,Shelter Type III,Adela Sobotkova,2023-04-29 14:18:36+02:00,Map,2,"mostly cleared shelter with accessible exterior, with entrance facing west",56.13990718079035,10.205352865361917,6222305.33698114,574901.3304502536,3.0,Grass,Grassland or park,files/app/fc804be7-ebb0-4209-96ca-52907ed357b3_image-1682770986949.original.jpg,dalgas ave middle shelter,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),W,NA,files/app/41589a5a-8f59-4c64-b4d9-8bc3487dae61_image-1682771063427.original.jpg,Square,Side,"north edge of shelter, cleared, visible ?and accessible",files/app/abfa13a3-4b37-47e4-ade0-f327e3dcdc05_image-1682770730949.original.jpg,0.3,inaccessible,NA,NA
1000021682771141473,209-{Shelter_Type_III},Adela Sobotkova,2023-04-29 12:25:41.473 GMT,Adela Sobotkova,2023-04-29 12:27:31 GMT,209,Shelter Type III,Adela Sobotkova,2023-04-29 14:25:41+02:00,Map,2 (these two iterations are 5 m apart side by side not interconnected),"mostly cleared shelter with accessible exterior, with entrance facing west",56.13970771599126,10.205550418080902,6222283.352936461,574913.9937223266,3.0,Grass,Grassland or park,files/app/2b96b392-2aeb-4856-831e-de157c4e237c_image-1682771227463.original.jpg,"dalgas ave south most shelter, great for pictures",Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),W,very nicely cleared best example,files/app/3f9e2198-75c0-4bef-a9e0-44ad2beaed81_image-1682771210036.original.jpg,Square,Side,"north edge of shelter, overgrown but accessible",files/app/e174f71d-eaa1-4391-be75-65319ac9967d_image-1682771176710.original.jpg,0.3,inaccessible,NA,NA
1000021682772221808,210-{Shelter_Type_III},Adela Sobotkova,2023-04-29 12:43:55.189 GMT,Adela Sobotkova,2023-04-29 12:51:33 GMT,210,Shelter Type III,Adela Sobotkova,2023-04-29 14:43:41+02:00,Map,2,two side by side shelters ( se to nw oriented) at the start of Ceres/Tivoli forest from tankrogen,56.1383547473629,10.205172766297155,6222132.370382497,574893.1577975099,3.0,Trees,Forest,files/app/0c9840dd-96ca-474f-adfb-e22a99462a7d_image-1682772373449.original.jpg,Tivoli forest edge towards tankrogen,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),NE,nice clear if barred entrance,files/app/fdb3478b-1b27-47e9-b562-9316153713a6_image-1682772645964.original.jpg,Square,Side,"northern side, covered by metal",files/app/b6363b98-b79f-4bbd-a86d-685334408bcb_image-1682772547256.original.jpg,0.3,inaccessible,NA,NA
1000021682772698706,211-{Shelter_Type_III},Adela Sobotkova,2023-04-29 12:51:38.706 GMT,Adela Sobotkova,2023-04-29 12:52:18 GMT,211,Shelter Type III,Adela Sobotkova,2023-04-29 14:51:38+02:00,Map,2,two side by side shelters ( se to nw oriented) at the start of Ceres/Tivoli forest from tankrogen. the shelters entrance face each other with 210,56.13827036115713,10.205125750392927,6222122.927965045,574890.4002996547,3.0,Trees,Forest,files/app/638e48d0-596f-4ded-8ccb-9a2905d15b25_image-1682772737792.original.jpg - files/app/b4cea629-30da-4a59-bb77-43e257020688_image-1682772754723.original.jpg,Tivoli forest edge towards tankrogen,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),SW,"nice clear if barred entrance, faces entrance from 210",files/app/8f44b2ab-a685-4a15-a763-271d2a7fd6e5_image-1682772884323.original.jpg,Square,Side,"northern side, concrete covered",files/app/d1d5c172-ea62-4a26-b55e-5f2f2a1fb4a8_image-1682772787829.original.jpg,0.3,inaccessible,NA,NA
1000021682773797501,212-{Shelter_Type_III},Adela Sobotkova,2023-04-29 13:10:39.511 GMT,Adela Sobotkova,2023-04-29 13:11:31 GMT,212,Shelter Type III,Adela Sobotkova,2023-04-29 15:09:57+02:00,Map,2,"cluster of two side by side shelters in the Tivoli forest, parallel positioned separated by 5 m",56.13627154104743,10.201804923580282,6221896.878511814,574687.9199712751,3.0,Trees,Forest,files/app/2961b37b-4330-45c0-a37e-eae715993229_image-1682773890661.original.jpg - files/app/c832323f-55c7-4c5d-95b1-2e5b25155282_image-1682773919449.original.jpg,"south of picnic area, east of Tivoli",Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),SW,very clear,files/app/3a3bc656-1935-4f9d-986f-e5a6949af1bb_image-1682774022861.original.jpg,Square,Side,"north edge, overgrown by trees so poor view",files/app/ac2ccd69-9e65-4d16-a006-917448135bec_image-1682774135691.original.jpg,0.3,inaccessible,NA,NA
1000021682774169012,213-{Shelter_Type_III},Adela Sobotkova,2023-04-29 13:16:09.012 GMT,Adela Sobotkova,2023-04-29 13:17:20 GMT,213,Shelter Type III,Adela Sobotkova,2023-04-29 15:16:08+02:00,Map,2,"cluster of two side by side shelters in the Tivoli forest, parallel positioned separated by 5 m",56.136394254954496,10.201624627953185,6221910.340244931,574676.4779929434,3.0,Trees,Forest,files/app/593c167c-1891-4fb7-9c62-23e8930cf122_image-1682774201771.original.jpg,"south of picnic area, east of Tivoli",Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),SW,very clear,files/app/b78c51d6-65f8-400c-9ff5-acd0068e4ef3_image-1682774257427.original.jpg,Square,Side,north edge,files/app/7f6081d7-ee01-47ec-a499-fff3bac2ab2f_image-1682774308395.original.jpg,0.3,inaccessible,NA,NA
1000021682775158211,214-{Shelter_Type_III},Adela Sobotkova,2023-04-29 13:34:35.951 GMT,Adela Sobotkova,2023-04-29 13:46:53 GMT,214,Shelter Type III,Adela Sobotkova,2023-04-29 15:32:38+02:00,Map,2,"type iii A with one entrance and two exits with 100 person capacity, just by the Ceres arena road covered by debris, hard to photograph",56.13312011752011,10.197814323746819,6221541.842170502,574446.021167859,4.0,Shrubs,Forest,files/app/9335690b-1687-4e76-8d22-12803bdeb62d_image-1682775632691.original.jpg - files/app/a5c7d37b-b94d-4f4e-8b2b-d26f9741faa2_image-1682775760868.original.jpg,"next to the road, the entryway and exits are in the roadside shrubs and opening into the forest
",Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),NE,"lower slab visible under debris and dead wood,",files/app/3213cecb-ce24-465e-b802-bb2671d6a4d2_image-1682775338956.original.jpg,Square,Side,"two exits one north one south from entrance, no other entrance detected, so must be 3A central entrance type",files/app/29c9c720-9198-4296-8b37-cd87be5a629f_image-1682775712130.original.jpg - files/app/f11e2312-17f2-4642-9dc8-f82919d6483a_image-1682775612009.original.jpg,NA,"inaccessible, covered by debris",NA,NA
1000021682775276045,-,Adela Sobotkova,2023-04-29 13:34:36.045 GMT,Adela Sobotkova,2023-04-29 13:34:47 GMT,NA,NA,NA,NA,NA,NA,NA,56.13317362620678,10.197743069536664,6221547.7203001445,574441.4894712592,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000021682776696750,215-{Shelter_Type_III},Adela Sobotkova,2023-04-29 14:00:17.743 GMT,Adela Sobotkova,2023-04-29 14:03:39 GMT,215,Shelter Type III,Adela Sobotkova,2023-04-29 15:58:16+02:00,Map,5,"5 iterations of parallel running side by side shelters of type 3 in forest opposite to Tivoli entrance. entrances are on the north edge and all face east, emergency exits are at south edge. earthworks connecting the shelters suggest there might be connec",56.136181293373404,10.194973914270859,6221879.461096603,574263.594263567,3.0,Trees,Forest,files/app/00889e04-1290-4e6a-979b-e374d38d846e_image-1682777316121.original.jpg - files/app/5dc423fa-14ec-4d1e-a73e-0cbe49d635ed_image-1682776967321.original.jpg,across Tivoli across the road,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),E,clear and visible,files/app/df6d0f4d-d763-4620-ad86-fc714392201e_image-1682777063305.original.jpg,Square,Side,clear from a side with some shrubs facing the path. concrete tile on top,files/app/17af4c45-cddc-4dab-86d7-5c8a26ca38c2_image-1682777106855.original.jpg,0.3,NA,NA,NA
1000021682777411870,216-{Shelter_Type_III},Adela Sobotkova,2023-04-29 14:10:11.871 GMT,Adela Sobotkova,2023-04-29 14:10:38 GMT,216,Shelter Type III,Adela Sobotkova,2023-04-29 16:10:11+02:00,Map,5,"5 iterations of parallel running side by side shelters of type 3 in forest opposite to Tivoli entrance. entrances are on the north edge and all face east, emergency exits are at south edge. earthworks connecting the shelters suggest there might be connec",56.13621508193549,10.194996132444674,6221883.245361207,574264.9098388478,3.0,Trees,Forest,files/app/6d2cbb3d-8505-4840-a44d-d3e9a4dfed3c_image-1682777442464.original.jpg,across Tivoli across the road,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),E,clear and visible,files/app/fd677ca6-2ced-46d3-9acb-06779655b53f_image-1682777509211.original.jpg,Square,Side,clear from a side with some shrubs facing the path. concrete tile on top,files/app/91fa6e5d-7ddc-49fa-a116-1f7d8d40fc1d_image-1682777492945.original.jpg,0.3,inaccessible,NA,NA
1000021682777556532,217-{Shelter_Type_III},Adela Sobotkova,2023-04-29 14:12:36.532 GMT,Adela Sobotkova,2023-04-29 14:13:38 GMT,217,Shelter Type III,Adela Sobotkova,2023-04-29 16:12:36+02:00,Map,5,"5 iterations of parallel running side by side shelters of type 3 in forest opposite to Tivoli entrance. entrances are on the north edge and all face east, emergency exits are at south edge. earthworks connecting the shelters suggest there might be connec",56.13625212813375,10.194719032842762,6221887.070022794,574247.6185974798,4.0,Trees,Forest,files/app/9d6cd924-40f8-47ff-95ab-b416072e9811_image-1682777597084.original.jpg,across Tivoli across the road,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),E,"clear and visible, concrete tile fixed by metal",files/app/6f6421b6-ed0e-47be-a6a7-fa02e6cf2ef0_image-1682777577404.original.jpg,Square,Side,clear from a side with some shrubs facing the path. concrete tile on top,files/app/08579138-c8b0-4d8b-970f-81dccc29be71_image-1682777696275.original.jpg,0.3,inaccessible,NA,NA
1000021682777724779,218-{Shelter_Type_III},Adela Sobotkova,2023-04-29 14:15:24.780 GMT,Adela Sobotkova,2023-04-29 14:17:01 GMT,218,Shelter Type III,Adela Sobotkova,2023-04-29 16:15:24+02:00,Map,5,"5 iterations of parallel running side by side shelters of type 3 in forest opposite to Tivoli entrance. entrances are on the north edge and all face east, emergency exits are at south edge. earthworks connecting the shelters suggest there might be connec",56.13616929948073,10.194557205093346,6221877.677834262,574237.7217274258,3.0,Trees,Forest,files/app/2a6d5baf-0b65-4044-9f07-93b5eebc80b9_image-1682777741701.original.jpg,across Tivoli across the road,Concrete slabs (top half replaced by metal sheets),Barred (concrete slabs or earthen cover bar access fully or partially),E,"clear and visible, concrete tile on top fixed by metal ,",files/app/7c5b2b15-2f98-4f26-a052-8ddb2e276a38_image-1682777762720.original.jpg,Square,Side,clear from a side with some shrubs facing the path. concrete tile on top,files/app/66ae08c2-4608-4a7a-ab87-1aa0ec818b52_image-1682777854668.original.jpg,0.3,inaccessible,NA,NA
1000021682777873107,219-{Shelter_Type_III},Adela Sobotkova,2023-04-29 14:17:53.107 GMT,Adela Sobotkova,2023-04-29 14:18:22 GMT,219,Shelter Type III,Adela Sobotkova,2023-04-29 16:17:52+02:00,Map,5,"5 iterations of parallel running side by side shelters of type 3 in forest opposite to Tivoli entrance. entrances are on the north edge and all face east, emergency exits are at south edge. earthworks connecting the shelters suggest there might be connec",56.13625164386577,10.194280586334795,6221886.544385715,574220.3731039515,4.0,Trees,Forest,files/app/c908611b-48cb-4c7a-aaab-c9b743d5ef1d_image-1682777889310.original.jpg,across Tivoli across the road,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),E,"clear and visible, concrete tile on top fixed by metal",files/app/d1aa857c-63ca-4aec-8acf-20d33646f9a7_image-1682777925592.original.jpg,Square,Side,clear from a side with some shrubs facing the path. metal plate on top,files/app/95853350-54af-47b4-aa5a-d917f8bdade7_image-1682777962889.original.jpg,0.3,inaccessible,NA,NA
1000021682779616308,220-{Shelter_Type_III},Adela Sobotkova,2023-04-29 14:47:13.232 GMT,Adela Sobotkova,2023-04-29 14:54:37 GMT,220,Shelter Type III,Adela Sobotkova,2023-04-29 16:46:56+02:00,Map,Indeterminate,"type 2 or 3, 3 m below under the strandvejen, hard to see and access as it is in a wire fenced yard, concrete slabs at entrance betray it. recorded remotely from across the yard, GPS recorded on the road above, can 4 m to W of entrance top",56.14549269365404,10.209440179447729,6222931.3964203345,575144.4062099281,4.0,Trees,Street,files/app/8de83215-3147-4cdb-acbd-1d23ab7af7c6_image-1682779689901.original.jpg,in a fenced yard under strandvejen and across from skanseparken can 50 m deep into the road,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),E,entryway sighted remotely,files/app/81192106-c9fd-4a51-9936-38898ecc8dbf_image-1682780058004.original.jpg,Square,Side,"v
barely visible, runs south of entrance towards streetlamp",files/app/ad0c490c-3789-4966-b701-a5b4cd660095_image-1682780019609.original.jpg,0.3,NA,NA,NA
1000021682931098083,221-{Other},Adela Sobotkova,2023-05-01 08:52:12.420 GMT,Adela Sobotkova,2023-05-01 08:53:44 GMT,221,"Other,false positive : water pipe of concrete",Adela Sobotkova,2023-05-01 10:51:37+02:00,Map,"NA",FP : concrete water conduit. square in cross section,56.14041566741725,10.175514957767252,6222329.93407656,573046.3209478555,3.0,Structure,Other (wooden makeshift cells with beehives),files/app/a3f3fbb4-9f0d-400a-94c1-3049d0d0e254_image-1682931222831.original.jpg,at the train and road junction,Other,Open,N,not entryway but water pipe,files/app/a486dea3-2919-4a73-bee2-a8e711d4e583_image-1682931324124.original.jpg,"NA","NA",NA,NA,NA,na,NA,NA
1000021682932520559,222-{Other},Adela Sobotkova,2023-05-01 09:15:49.937 GMT,Adela Sobotkova,2023-05-01 09:16:30 GMT,222,Other,Adela Sobotkova,2023-05-01 11:15:20+02:00,Map,"NA","inaccessible location, no shelter sighted, possible FP, no sign of shelter, disturbed terrain",56.140584710255986,10.176307992089253,6222349.586945237,573095.2765798485,3.0,Shrubs,Forest,files/app/fa639b86-639e-4b4f-baab-3c2fb229909f_image-1682932608895.original.jpg,slope above railway end. under the fence of garden of a small house west of big apartment complex,"NA","NA",NOT AVAILABLE,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA
1000021682933388697,223-{Shelter_Type_III},Adela Sobotkova,2023-05-01 09:30:00.071 GMT,Adela Sobotkova,2023-05-01 09:31:10 GMT,223,Shelter Type III,Adela Sobotkova,2023-05-01 11:29:48+02:00,Map,1,"type 3 single in the middle of the road, grass covered with stone retaining wall to the south",56.13950341769264,10.18407241602925,6222237.502454462,573579.7940686459,3.0,Grass,Street,files/app/c6cf081c-b335-4eeb-b845-45043d7c5fa4_image-1682933696572.original.jpg - files/app/c8172f25-73b0-4d55-8d4c-23eb41d33ced_image-1682934069179.original.jpg,marselis blvd west most shelter,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),N,NA,files/app/49a70454-2aaa-4e5a-87a9-afefb7354495_image-1682933540305.original.jpg,Square,Side,NA,files/app/4e4bcff9-1797-4585-8985-d20e80cef06b_image-1682933664872.original.jpg,0.3,inaccessible,NA,NA
1000021682933770241,224-{Shelter_Type_III},Adela Sobotkova,2023-05-01 09:36:10.242 GMT,Adela Sobotkova,2023-05-01 09:39:09 GMT,224,Shelter Type III,Adela Sobotkova,2023-05-01 11:36:10+02:00,Map,1,"type 3 single in the middle of the road, grass covered with stone retaining wall to the south, positioned 20 m to east of 223",56.13949092718062,10.184624384683378,6222236.7011858765,573614.1161355693,3.0,Grass,Street,files/app/4e0fdaff-1b17-4b9e-9e84-053157b0ca2e_image-1682933793993.original.jpg - files/app/6be77a17-3b1f-4850-84e2-a9e8b64f1ac4_image-1682934033714.original.jpg,marselis blvd last but west most shelter,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),N,NA,files/app/b4ae8049-9898-427f-acf3-a7af7175591b_image-1682933958401.original.jpg - files/app/f1c0c19e-50b8-4c19-a6f4-39f1e9309e9c_image-1682933971102.original.jpg,Square,Side,"big bush covers the swan neck, concrete tile on top",files/app/71bd1cab-a723-4eba-9fe8-ef889bfd27ce_image-1682933847587.original.jpg,0.3,inaccessible,NA,NA
1000021682934311455,225-{Shelter_Type_III},Adela Sobotkova,2023-05-01 09:45:11.455 GMT,Adela Sobotkova,2023-05-01 09:50:25 GMT,225,Shelter Type III,Adela Sobotkova,2023-05-01 11:45:11+02:00,Map,1,"type 3 single in the middle of the marselis road, just west of marselis and Jyllands alle intersection, grass covered with stone retaining wall to the south, positioned 300 m to east of 224",56.139696528537996,10.189494132956748,6222264.789394596,573916.31774314,3.0,Grass,Street,files/app/5dca2577-83dc-4cdd-a78a-d9aaa451c67f_image-1682934417642.original.jpg,"just west off marselis blvd crossing Jyllands alle, daffodils bloom",Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),W,"change of direction in the entrance, bushes and a mature tree block the entry",files/app/7a02a479-81ff-48cf-a613-e35f47b7cddb_image-1682934578405.original.jpg,Square,Side,"1 m bush covers the swan neck, concrete tile on top",files/app/c010da48-c91a-4758-baf9-63d5d2cdd327_image-1682934709282.original.jpg,0.3,inaccessible,NA,NA
1000021682934887968,226-{Shelter_Type_III},Adela Sobotkova,2023-05-01 09:54:47.969 GMT,Adela Sobotkova,2023-05-01 09:59:06 GMT,226,Shelter Type III,Adela Sobotkova,2023-05-01 11:54:47+02:00,Map,2,"type 3 single in the middle of the marselis road, just east of marselis and Jyllands alle intersection, grass covered with stone retaining wall to the south, positioned across intersection to east of 225",56.13991271949235,10.19134391190429,6222290.832797289,574030.8430416653,3.0,Grass,Street,files/app/01627f20-b6b9-4ce1-9055-66c900b2461a_image-1682934962095.original.jpg,"just east off marselis blvd crossing Jyllands alle , one in a cluster of two",Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),W,"slabs covered with moss, and block of concrete",files/app/4b33b8dd-9e14-470b-a752-5bfa802d3ccb_image-1682935000417.original.jpg - files/app/ed559d3f-e987-4343-a42b-da640f9c7378_image-1682935016152.original.jpg,Square,Side,"1 m bush covers the swan neck, concrete tile on top",files/app/233b0ed5-8c98-427d-8181-ed0fe6e59bd2_image-1682935561027.original.jpg - files/app/727bce38-8d57-4529-bdfd-e53428fc498a_image-1682935242656.original.jpg,0.3,inaccessible,NA,NA
1000021682935322021,227-{Shelter_Type_III},Adela Sobotkova,2023-05-01 10:02:02.021 GMT,Adela Sobotkova,2023-05-01 10:06:31 GMT,227,Shelter Type III,Adela Sobotkova,2023-05-01 12:02:01+02:00,Map,2,"type 3 one of two in the middle of the marselis road, grass covered with stone retaining wall to the south( 3 rows of stones)",56.13996291026706,10.19172650244262,6222296.829166268,574054.5196639278,3.0,Grass,Street,files/app/b314bcd0-4c22-4ef8-90c9-f182384473e1_image-1682935651677.original.jpg,marselis blvd shelter,Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),W,entrance slightly offset and buried with a small tree in front ( hloh),files/app/a8b0d714-7429-42ab-becc-7ccfd1493639_image-1682935474026.original.jpg - files/app/e8d2bc31-01d4-4c2a-ab9b-54f62c47dd96_image-1682935453978.original.jpg,Square,Side,clear accessible,files/app/977a2dc1-354d-4aeb-8ce5-00ccdbe9a998_image-1682935706955.original.jpg,0.3,inaccessible,NA,NA
1000021682935843529,228-{Shelter_Type_III},Adela Sobotkova,2023-05-01 10:10:43.529 GMT,Adela Sobotkova,2023-05-01 10:16:26 GMT,228,Shelter Type III,Adela Sobotkova,2023-05-01 12:10:43+02:00,Map,2,"type 3 in the middle of the marselis road, low and buried, just west of marselis and Stadium alle intersection, grass covered with stone retaining wall (3 rows) to the south, positioned to west of 229; cluster of two, GPS right on entry",56.14007787683858,10.192860759180057,6222310.841951318,574124.7778955597,3.0,Grass,Street,files/app/5162e533-fd39-49e0-9ed4-121ae2237ca7_image-1682936110423.original.jpg,"just west off marselis blvd crossing with stadium alle , one in a cluster of two",Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),W,"slabs covered with moss, easily accessible via a path, no round cylinder top to entrance",files/app/4e8ba44c-0660-4952-a4b5-b9bd00e43abe_image-1682936089834.original.jpg,Square,Side,2 m bush covers the swan neck and emergency exit,files/app/d385794c-7e48-40f6-b2c5-0dd0bb9aa438_image-1682936239211.original.jpg,0.3,inaccessible,NA,NA
1000021682936308906,229-{Shelter_Type_III},Adela Sobotkova,2023-05-01 10:18:28.907 GMT,Adela Sobotkova,2023-05-01 10:20:15 GMT,229,Shelter Type III,Adela Sobotkova,2023-05-01 12:18:28+02:00,Map,2,"type 3 in the middle of the marselis road, low and buried, just west of marselis and Stadium alle intersection, grass covered with stone retaining wall (3 rows) to the south, positioned to east of 228; cluster of two, GPS right on entry",56.14021653650239,10.19349665132542,6222326.956869904,574164.0233207733,3.0,Grass,Street,files/app/ec0c0577-753a-4191-be48-1d33e3646629_image-1682936453374.original.jpg,"just west off marselis blvd crossing with stadium alle , one in a cluster of two",Concrete slabs,Barred (concrete slabs or earthen cover bar access fully or partially),W,"slabs covered with moss, grown tree at the entryway and a bush, cylinder present",files/app/6744e7a7-700f-4e0f-bb7c-908c7db07ca9_image-1682936386223.original.jpg,Square,Side,"clear and accessible, high swan neck, ca. 0.5 m above the exit",files/app/2d8e8e68-9d74-4df4-a6ff-0bd4e80e1f8e_image-1682936525668.original.jpg,0.3,inaccessible,NA,NA
